wind_speed[m/s],wind_dir[deg],launch_clear_time[s],launch_clear_vel[m/s],max_altitude[m],max_altitude_time[s],max_velocity[m/s],max_airspeed[m/s],max_normal_force_rising[N],0_final_latitude,0_final_longitude
0.0,0.0,0.3886999999999735,25.40260439521559,448.0748170195367,10.114099999989767,87.76467098944796,87.76466982647618,24.49287941607709,40.138614462208686,139.9846293652296
