0	37.30797566
0.001	56.04897703
0.002	69.1193916
0.003	73.52766926
0.004	71.80333046
0.005	68.91104931
0.006	70.00178246
0.007	76.008168
0.008	85.09066611
0.009	97.56546686
0.01	117.2734215
0.011	146.05407
0.012	179.5015857
0.013	209.1266331
0.014	235.8373397
0.015	274.921127
0.016	340.2290803
0.017	417.6637802
0.018	474.1698847
0.019	489.777173
0.02	467.7198526
0.021	418.2410109
0.022	367.7658027
0.023	349.0505378
0.024	374.2317669
0.025	433.0541474
0.026	501.272765
0.027	562.7251605
0.028	612.2285131
0.029	648.6822854
0.03	668.9637941
0.031	675.5020653
0.032	678.2227704
0.033	689.8249846
0.034	701.6588265
0.035	690.5161908
0.036	655.9448523
0.037	616.4027121
0.038	556.7249026
0.039	476.9261306
0.04	434.4708749
0.041	472.6967822
0.042	596.2045402
0.043	771.2892694
0.044	920.6363731
0.045	937.8748589
0.046	800.3640482
0.047	592.4470258
0.048	399.7463436
0.049	289.6962717
0.05	301.887972
0.051	385.0324761
0.052	444.1171227
0.053	450.3490082
0.054	451.9458905
0.055	509.8969101
0.056	608.6180638
0.057	652.8626121
0.058	585.9945427
0.059	434.9757986
0.06	296.9490343
0.061	266.6916067
0.062	347.2759517
0.063	437.3239387
0.064	465.5163266
0.065	437.8349901
0.066	418.2802282
0.067	489.905855
0.068	606.3508095
0.069	627.9411981
0.07	520.977043
0.071	362.0609007
0.072	253.018225
0.073	274.2740403
0.074	387.7789176
0.075	475.0387946
0.076	486.8542533
0.077	461.4389455
0.078	470.1684873
0.079	524.3092941
0.08	535.5536498
0.081	451.1811518
0.082	321.8937336
0.083	235.9819538
0.084	269.2615701
0.085	387.0570729
0.086	466.6180896
0.087	454.0084791
0.088	388.1686402
0.089	357.0582348
0.09	407.7564917
0.091	471.0631335
0.092	451.5757766
0.093	363.5241989
0.094	286.0698903
0.095	298.4098814
0.096	393.7951075
0.097	464.5015771
0.098	447.4861401
0.099	380.0200058
0.1	354.8387767
0.101	415.5423655
0.102	486.7709163
0.103	472.8940946
0.104	383.9074277
0.105	302.5301565
0.106	313.0011946
0.107	407.1890654
0.108	474.678485
0.109	455.0256797
0.11	381.670812
0.111	344.0172333
0.112	392.4249506
0.113	469.0838818
0.114	469.4294849
0.115	389.4137918
0.116	305.6932826
0.117	305.9310379
0.118	404.032067
0.119	493.2160462
0.12	489.0197875
0.121	413.841312
0.122	357.2187809
0.123	391.0437638
0.124	476.7508779
0.125	499.1378693
0.126	434.6228422
0.127	345.8432921
0.128	323.4109557
0.129	400.6042236
0.13	488.3604454
0.131	493.3851711
0.132	423.9385596
0.133	364.6210598
0.134	394.1358084
0.135	483.544062
0.136	515.4498447
0.137	455.9877309
0.138	361.8206943
0.139	327.3032798
0.14	392.4801
0.141	477.6945459
0.142	483.8749586
0.143	415.5092758
0.144	353.489454
0.145	374.6141362
0.146	457.1446433
0.147	491.6473514
0.148	443.7053403
0.149	365.1872606
0.15	347.4695875
0.151	420.6173385
0.152	496.1352893
0.153	487.4425138
0.154	409.0138987
0.155	344.6986351
0.156	372.2255532
0.157	462.9341078
0.158	497.5262805
0.159	440.6292278
0.16	348.0799078
0.161	311.8577631
0.162	371.2843363
0.163	453.5758625
0.164	459.7624029
0.165	389.8366041
0.166	320.7294679
0.167	333.8648362
0.168	421.562232
0.169	471.2788291
0.17	432.5908922
0.171	345.6864226
0.172	306.0266302
0.173	361.0473768
0.174	447.612371
0.175	462.6742927
0.176	398.2548579
0.177	320.7380467
0.178	310.1652885
0.179	382.9037081
0.18	445.9934289
0.181	431.2501483
0.182	364.641894
0.183	336.3514627
0.184	399.5723165
0.185	487.3996198
0.186	492.136343
0.187	410.6156832
0.188	313.5245014
0.189	282.6959709
0.19	345.4413141
0.191	422.0647046
0.192	430.0601462
0.193	380.8362173
0.194	356.4773275
0.195	413.6096844
0.196	499.0802688
0.197	507.9752589
0.198	429.5160051
0.199	329.9149116
0.2	296.0470347
0.201	360.9775209
0.202	444.0325603
0.203	455.5453099
0.204	400.6704029
0.205	355.8045045
0.206	392.4972576
0.207	484.8235287
0.208	516.3935127
0.209	452.1836458
0.21	349.972146
0.211	305.3158154
0.212	353.9122663
0.213	432.4658868
0.214	448.5450091
0.215	400.8628131
0.216	364.8379809
0.217	404.6546427
0.218	493.2466848
0.219	518.2845254
0.22	449.2178321
0.221	350.6412924
0.222	316.3763397
0.223	378.2564496
0.224	456.9375266
0.225	460.8739702
0.226	398.3749611
0.227	347.1313377
0.228	379.0714356
0.229	468.732151
0.23	499.7984369
0.231	435.0113393
0.232	333.8390998
0.233	290.6803826
0.234	342.5784459
0.235	424.4177469
0.236	437.1977078
0.237	379.7074923
0.238	326.6708997
0.239	352.9244787
0.24	440.4184344
0.241	476.3292912
0.242	420.5768955
0.243	325.1720607
0.244	283.2437885
0.245	334.8268874
0.246	415.7090393
0.247	429.098095
0.248	375.408288
0.249	327.037337
0.25	353.7529457
0.251	439.5286903
0.252	476.5572422
0.253	426.4778844
0.254	337.7718669
0.255	301.1232333
0.256	357.6048269
0.257	441.6880968
0.258	453.2290339
0.259	389.9579328
0.26	321.7785326
0.261	332.4664918
0.262	423.6897744
0.263	482.5881386
0.264	445.7176817
0.265	353.2100302
0.266	295.1867037
0.267	333.0633312
0.268	426.0808085
0.269	461.9475458
0.27	417.5828943
0.271	349.3262849
0.272	342.6115356
0.273	418.5621031
0.274	482.3908262
0.275	457.0037059
0.276	371.9718658
0.277	318.3739745
0.278	357.1709847
0.279	450.1038996
0.28	485.0943737
0.281	434.9574154
0.282	352.9685983
0.283	329.1072789
0.284	399.7242838
0.285	479.4789363
0.286	472.3818177
0.287	391.2508805
0.288	320.8275113
0.289	343.2414646
0.29	437.6352266
0.291	485.4387513
0.292	443.5705306
0.293	356.5140938
0.294	319.7943787
0.295	377.5051918
0.296	459.2317428
0.297	460.7354839
0.298	385.6636306
0.299	311.6175567
0.3	318.2918631
0.301	404.1668767
0.302	464.4831939
0.303	438.8374841
0.304	364.5315951
0.305	331.6122885
0.306	386.0803152
0.307	465.1069953
0.308	466.7479971
0.309	389.5449249
0.31	307.807344
0.311	305.3574838
0.312	387.2053635
0.313	453.5832158
0.314	433.6203482
0.315	353.5004839
0.316	300.2837364
0.317	335.9421314
0.318	422.7914515
0.319	454.2204981
0.32	405.6412047
0.321	330.0533979
0.322	318.0712654
0.323	394.9458922
0.324	466.0212502
0.325	453.4471805
0.326	375.0112121
0.327	304.1589029
0.328	315.8677394
0.329	395.1456557
0.33	434.658383
0.331	397.6445376
0.332	327.8756083
0.333	312.8627083
0.334	379.997946
0.335	445.2997716
0.336	432.5283895
0.337	358.2323049
0.338	298.8939708
0.339	323.0298118
0.34	405.2857973
0.341	439.4747664
0.342	398.3345182
0.343	333.7324776
0.344	326.581435
0.345	403.6705318
0.346	476.2300222
0.347	457.4804421
0.348	369.0293374
0.349	295.5519154
0.35	312.9092789
0.351	403.4070401
0.352	459.5332263
0.353	433.9965898
0.354	367.3993654
0.355	343.1961195
0.356	405.8029764
0.357	486.4253133
0.358	484.6053821
0.359	403.2550728
0.36	321.2515491
0.361	322.2613965
0.362	407.3569647
0.363	469.2088872
0.364	441.7628549
0.365	358.8769404
0.366	305.2496361
0.367	342.7990437
0.368	432.7367318
0.369	463.3985885
0.37	410.1757133
0.371	332.656451
0.372	317.587176
0.373	391.064598
0.374	461.9928909
0.375	446.6012981
0.376	366.572124
0.377	303.1931751
0.378	328.3560211
0.379	418.5584265
0.38	461.2293777
0.381	420.6026319
0.382	339.4864013
0.383	306.9555917
0.384	362.4432701
0.385	436.1314855
0.386	434.7784862
0.387	365.8122874
0.388	305.7067635
0.389	326.7334023
0.39	410.6156832
0.391	450.1664023
0.392	406.7723808
0.393	323.7038604
0.394	291.4279637
0.395	348.8887661
0.396	424.508437
0.397	425.8160913
0.398	359.66619
0.399	302.5902081
0.4	328.5398525
0.401	418.8427524
0.402	461.767391
0.403	418.573133
0.404	329.8805964
0.405	286.5417243
0.406	329.8499578
0.407	406.7674786
0.408	419.9310345
0.409	364.9666629
0.41	311.0550326
0.411	330.3352728
0.412	410.5568571
0.413	447.9567485
0.414	402.2562554
0.415	317.973222
0.416	282.7315116
0.417	338.7057305
0.418	423.3245626
0.419	434.859372
0.42	371.2647276
0.421	306.348948
0.422	316.8493992
0.423	398.4301106
0.424	446.1257875
0.425	409.8043738
0.426	330.4566015
0.427	297.7297051
0.428	353.1156634
0.429	434.1350762
0.43	443.9810875
0.431	380.5200273
0.432	315.4400249
0.433	324.5127187
0.434	399.2120069
0.435	438.59115
0.436	401.5344106
0.437	327.5508394
0.438	303.4064196
0.439	363.8220058
0.44	439.4968262
0.441	441.4319583
0.442	373.2403027
0.443	309.0328869
0.444	323.5261567
0.445	397.6690485
0.446	429.4093829
0.447	385.5962258
0.448	315.91431
0.449	302.0938632
0.45	366.9557189
0.451	432.6043731
0.452	420.6332705
0.453	344.623877
0.454	281.7032811
0.455	300.2273614
0.456	375.1546006
0.457	409.6278957
0.458	378.3741017
0.459	321.9182445
0.46	320.7074081
0.461	391.9469889
0.462	447.0106294
0.463	421.1541262
0.464	341.7830686
0.465	297.1733086
0.466	339.4030644
0.467	423.5745734
0.468	441.7334419
0.469	378.8079439
0.47	298.1635473
0.471	279.5671599
0.472	342.0171473
0.473	400.1005255
0.474	387.0386897
0.475	323.9281347
0.476	290.378899
0.477	330.9676529
0.478	403.1410973
0.479	418.8157905
0.48	366.2338742
0.481	301.4516787
0.482	303.1049361
0.483	380.2761442
0.484	432.5847645
0.485	403.6472465
0.486	327.3498504
0.487	288.7807911
0.488	332.1098589
0.489	411.409835
0.49	428.3443862
0.491	372.6679742
0.492	311.4275976
0.493	320.0909601
0.494	391.7043314
0.495	429.6422361
0.496	396.954557
0.497	328.8180507
0.498	304.8243727
0.499	358.4418727
0.5	426.1494389
0.501	421.677433
0.502	350.8226727
0.503	288.6116662
0.504	303.6319195
0.505	375.8764454
0.506	410.567887
0.507	377.8360884
0.508	316.0111279
0.509	305.9665786
0.51	369.0097287
0.511	424.578293
0.512	407.6658015
0.513	341.3308433
0.514	306.4286083
0.515	348.200011
0.516	422.6431608
0.517	430.9229283
0.518	365.1333367
0.519	294.3508834
0.52	298.4723841
0.521	377.1926784
0.522	429.969456
0.523	402.6913231
0.524	327.8731572
0.525	290.7870048
0.526	327.4123531
0.527	388.1808957
0.528	392.3158773
0.529	340.3675666
0.53	299.2260929
0.531	326.7076659
0.532	396.6175327
0.533	416.0092973
0.534	362.8991721
0.535	292.0456373
0.536	281.2669879
0.537	347.8507313
0.538	408.9391406
0.539	396.7106739
0.54	331.9235763
0.541	296.4759747
0.542	334.4727055
0.543	406.991753
0.544	421.1320665
0.545	363.7889162
0.546	296.6965725
0.547	301.0447985
0.548	377.1657165
0.549	425.7119201
0.55	396.7535679
0.551	323.3116867
0.552	286.6262868
0.553	326.6034948
0.554	396.3013426
0.555	405.2367756
0.556	347.5026771
0.557	290.7012168
0.558	307.8441103
0.559	387.2519342
0.56	426.9607483
0.561	390.8489025
0.562	316.8395949
0.563	291.2453578
0.564	347.4818429
0.565	413.0545135
0.566	407.3361305
0.567	339.1175129
0.568	282.5599356
0.569	304.2569463
0.57	384.0115989
0.571	419.9690263
0.572	381.0445596
0.573	309.9005712
0.574	289.290617
0.575	344.1790049
0.576	401.8836903
0.577	393.9654579
0.578	332.071867
0.579	288.1851773
0.58	319.3078382
0.581	392.922521
0.582	415.0264119
0.583	368.5930442
0.584	304.8035385
0.585	298.898873
0.586	370.0269293
0.587	430.4584476
0.588	412.2983535
0.589	339.6040534
0.59	287.9939926
0.591	313.5931318
0.592	387.4725319
0.593	415.3548574
0.594	373.5515906
0.595	309.8858647
0.596	300.6624291
0.597	366.6309501
0.598	424.9729178
0.599	406.0064165
0.6	330.2139441
0.601	273.778921
0.602	300.6795867
0.603	381.8460646
0.604	414.8168441
0.605	372.8714143
0.606	301.8855209
0.607	280.341703
0.608	338.9716733
0.609	406.0333785
0.61	402.0001169
0.611	335.4286289
