0	24.53904463	
0.001	30.0858516	
0.002	31.00991091	
0.003	25.64448429	
0.004	15.97495114	
0.005	8.099612743	
0.006	9.991850914	
0.007	25.79890269	
0.008	49.6455156	
0.009	69.88903251	
0.01	78.99481594	
0.011	77.67368074	
0.012	72.3879144	
0.013	70.6807332	
0.014	76.96409143	
0.015	90.377658	
0.016	106.7313019	
0.017	122.6167884	
0.018	137.5953732	
0.019	152.8644117	
0.02	168.9055421	
0.021	184.5802353	
0.022	198.7315786	
0.023	244.3401561	
0.024	347.9450981	
0.025	454.9913645	
0.026	505.8170779	
0.027	477.1430517	
0.028	379.4072343	
0.029	271.3682782	
0.03	201.8346531	
0.031	191.3243976	
0.032	234.1142265	
0.033	303.8574194	
0.034	370.0967853	
0.035	417.2421934	
0.036	449.9543834	
0.037	483.5477386	
0.038	533.8403409	
0.039	601.7243853	
0.04	672.1636865	
0.041	706.0413677	
0.042	670.661171	
0.043	567.4496282	
0.044	435.545676	
0.045	324.6806181	
0.046	265.3606671	
0.047	262.840951	
0.048	306.6994533	
0.049	368.7511392	
0.05	415.3254444	
0.051	424.7327114	
0.052	403.074918	
0.053	375.8703177	
0.054	370.8701028	
0.055	386.1648777	
0.056	389.8831747	
0.057	361.2017952	
0.058	311.2903368	
0.059	277.4874137	
0.06	288.3248892	
0.061	325.2970661	
0.062	343.6753068	
0.063	326.0323918	
0.064	279.3637198	
0.065	237.0126353	
0.066	215.3193012	
0.067	210.7014557	
0.068	210.9980371	
0.069	209.1290842	
0.07	210.1217739	
0.071	215.2617007	
0.072	215.5962739	
0.073	202.644737	
0.074	180.9219898	
0.075	163.297458	
0.076	161.4995866	
0.077	175.2820416	
0.078	193.5953285	
0.079	203.802875	
0.08	200.129923	
0.081	186.2580034	
0.082	173.6471674	
0.083	169.3099713	
0.084	173.1287628	
0.085	179.6412975	
0.086	183.728483	
0.087	185.4589495	
0.088	189.3806866	
0.089	198.3822989	
0.09	209.9967686	
0.091	220.804831	
0.092	230.5809864	
0.093	240.4944026	
0.094	250.6271909	
0.095	255.6592699	
0.096	253.2743635	
0.097	245.7801689	
0.098	239.9367806	
0.099	242.2579587	
0.1	249.1700205	
0.101	252.6272769	
0.102	250.4862535	
0.103	244.6134521	
0.104	241.2934565	
0.105	244.8291477	
0.106	255.3626885	
0.107	268.044606	
0.108	275.8745993	
0.109	276.5069794	
0.11	272.3732234	
0.111	271.9896285	
0.112	279.8318772	
0.113	290.2894344	
0.114	296.7553985	
0.115	295.4649019	
0.116	288.6030874	
0.117	284.459527	
0.118	287.0111073	
0.119	295.2124401	
0.12	302.0276839	
0.121	299.9614186	
0.122	288.4290603	
0.123	275.6993467	
0.124	271.3070011	
0.125	279.3931329	
0.126	294.2307802	
0.127	305.4898425	
0.128	305.1307584	
0.129	293.7258566	
0.13	279.0426276	
0.131	272.3646446	
0.132	278.0854786	
0.133	292.3385421	
0.134	302.6821238	
0.135	301.7825753	
0.136	290.250217	
0.137	272.9173644	
0.138	258.8922519	
0.139	254.1150859	
0.14	261.4842751	
0.141	277.6381555	
0.142	290.4095376	
0.143	290.1558502	
0.144	275.8611183	
0.145	255.0489495	
0.146	240.8216225	
0.147	241.7236221	
0.148	253.50354	
0.149	264.9586891	
0.15	267.1046146	
0.151	257.6863178	
0.152	246.3157311	
0.153	243.6207624	
0.154	251.7792012	
0.155	266.2491857	
0.156	275.9469063	
0.157	275.5816946	
0.158	266.9220087	
0.159	258.0429507	
0.16	258.0392741	
0.161	269.0348446	
0.162	284.6421329	
0.163	294.2871552	
0.164	291.8483249	
0.165	281.0071728	
0.166	271.0324795	
0.167	267.8080762	
0.168	270.2812217	
0.169	276.2630964	
0.17	283.3209977	
0.171	288.1275768	
0.172	287.4265663	
0.173	282.3638487	
0.174	275.3905099	
0.175	270.360882	
0.176	272.1501746	
0.177	283.1126554	
0.178	297.2787053	
0.179	305.2618915	
0.18	301.2764261	
0.181	287.2194495	
0.182	274.1527116	
0.183	271.0006154	
0.184	279.3183747	
0.185	296.6904447	
0.186	310.4140737	
0.187	309.6959055	
0.188	295.3693095	
0.189	276.5903163	
0.19	266.4514003	
0.191	271.5680417	
0.192	288.8543237	
0.193	304.9187395	
0.194	308.0830911	
0.195	296.9036892	
0.196	283.4227178	
0.197	280.9250614	
0.198	291.7417027	
0.199	308.8220935	
0.2	318.3702979	
0.201	311.5121601	
0.202	290.006334	
0.203	267.143832	
0.204	256.7328454	
0.205	265.7699985	
0.206	288.8151063	
0.207	306.3942931	
0.208	303.9052155	
0.209	280.8797163	
0.21	249.5193002	
0.211	229.0441557	
0.212	233.943876	
0.213	261.4475088	
0.214	289.8310814	
0.215	296.6928958	
0.216	278.1332748	
0.217	246.2850926	
0.218	223.5806856	
0.219	225.0427582	
0.22	248.3342002	
0.221	277.081759	
0.222	290.2379616	
0.223	281.0390369	
0.224	256.0134518	
0.225	231.0761057	
0.226	224.3760629	
0.227	243.6697841	
0.228	277.4481963	
0.229	299.8327366	
0.23	292.9292537	
0.231	261.43893	
0.232	226.3430592	
0.233	210.467377	
0.234	225.4655705	
0.235	264.3324367	
0.236	298.3057102	
0.237	302.9872839	
0.238	277.6430577	
0.239	244.0153872	
0.24	228.4215799	
0.241	241.2260517	
0.242	272.6783835	
0.243	296.3619993	
0.244	296.5446051	
0.245	274.4088501	
0.246	248.4616567	
0.247	237.8778686	
0.248	248.7631402	
0.249	276.6491424	
0.25	302.1833278	
0.251	308.5892403	
0.252	293.0358759	
0.253	266.7124409	
0.254	246.8071738	
0.255	249.5683219	
0.256	278.0413591	
0.257	312.8455507	
0.258	325.8412071	
0.259	306.4616979	
0.26	267.1487342	
0.261	236.3116248	
0.262	236.4917796	
0.263	269.0201381	
0.264	307.5830697	
0.265	319.2771996	
0.266	295.9624723	
0.267	253.5611405	
0.268	221.534029	
0.269	220.9457685	
0.27	253.0243527	
0.271	293.4562371	
0.272	309.5145252	
0.273	292.9635689	
0.274	254.4508846	
0.275	219.9457255	
0.276	212.7064438	
0.277	237.7099692	
0.278	277.4163322	
0.279	302.3218142	
0.28	294.2013672	
0.281	260.1925529	
0.282	222.3723003	
0.283	208.2466934	
0.284	229.4927043	
0.285	270.9025719	
0.286	298.8106339	
0.287	293.6903158	
0.288	259.4743848	
0.289	220.3280949	
0.29	205.5921675	
0.291	225.2082065	
0.292	269.1843609	
0.293	305.933489	
0.294	311.9741897	
0.295	287.676577	
0.296	252.945918	
0.297	231.2440051	
0.298	237.0420483	
0.299	264.5726431	
0.3	291.8899934	
0.301	299.8020981	
0.302	284.7463041	
0.303	258.7758254	
0.304	244.3940799	
0.305	254.7057975	
0.306	283.4741906	
0.307	305.6467119	
0.308	302.0129774	
0.309	275.0436813	
0.31	242.4944885	
0.311	225.6714617	
0.312	236.9979288	
0.313	274.650282	
0.314	312.0869397	
0.315	320.3961202	
0.316	294.2565166	
0.317	253.1836733	
0.318	223.3380281	
0.319	224.6285247	
0.32	255.9840387	
0.321	294.2798019	
0.322	311.697217	
0.323	299.6734161	
0.324	269.3265238	
0.325	242.7996487	
0.326	239.734566	
0.327	264.2846405	
0.328	294.4697611	
0.329	304.276555	
0.33	287.6827047	
0.331	256.6446063	
0.332	234.9782342	
0.333	237.732029	
0.334	260.5222239	
0.335	282.8883811	
0.336	287.8653106	
0.337	276.4064849	
0.338	261.6938429	
0.339	257.2684077	
0.34	265.985694	
0.341	281.2780178	
0.342	287.8849193	
0.343	282.1052592	
0.344	270.3988738	
0.345	263.4169562	
0.346	265.3410585	
0.347	274.3965946	
0.348	284.1555924	
0.349	286.6544743	
0.35	279.5806409	
0.351	266.5482182	
0.352	254.704572	
0.353	251.4679133	
0.354	259.5185043	
0.355	277.223922	
0.356	294.0604298	
0.357	296.483328	
0.358	281.8822104	
0.359	259.2770724	
0.36	242.3425212	
0.361	241.5397906	
0.362	255.6433378	
0.363	272.9149133	
0.364	280.2105699	
0.365	275.1993252	
0.366	263.3593557	
0.367	255.0857158	
0.368	256.5661716	
0.369	269.2578934	
0.37	285.7671813	
0.371	294.0175358	
0.372	289.2440463	
0.373	277.7827695	
0.374	268.7946382	
0.375	268.7787062	
0.376	280.2277275	
0.377	294.2123971	
0.378	299.3474217	
0.379	292.5628164	
0.38	278.1099895	
0.381	265.7540664	
0.382	265.5371453	
0.383	277.9788564	
0.384	296.2676325	
0.385	304.461612	
0.386	296.7762327	
0.387	278.7399185	
0.388	263.6461327	
0.389	261.3506909	
0.39	273.6649455	
0.391	292.6694386	
0.392	304.2593974	
0.393	299.5006145	
0.394	280.0990455	
0.395	258.7378335	
0.396	249.0217298	
0.397	256.4656771	
0.398	276.7582157	
0.399	292.7638054	
0.4	291.8017543	
0.401	275.3390371	
0.402	254.9202675	
0.403	244.9051313	
0.404	249.6246969	
0.405	265.5665583	
0.406	280.7620642	
0.407	285.8848334	
0.408	280.5083769	
0.409	268.5605595	
0.41	256.5183754	
0.411	251.1823618	
0.412	256.2070875	
0.413	271.7126558	
0.414	288.389843	
0.415	293.5395741	
0.416	281.8871126	
0.417	262.4365219	
0.418	247.3929833	
0.419	245.1281801	
0.42	258.4731163	
0.421	277.0940145	
0.422	288.3346935	
0.423	284.1261794	
0.424	267.3092803	
0.425	252.0120543	
0.426	247.7300076	
0.427	255.5281368	
0.428	270.5679987	
0.429	282.7094518	
0.43	282.1665363	
0.431	269.0569044	
0.432	253.9128713	
0.433	246.4848561	
0.434	249.8955418	
0.435	263.9978635	
0.436	281.3160096	
0.437	289.4585163	
